SPEC,COMMONNAME,SCINAME,SPEC6,Order,Family,Subfamily
RBSW,Rufous-breasted Wren,Pheugopedius rutilus,PHERUT,Passeriformes,Troglodytidae,
RBPE,Rufous-browed Peppershrike,Cyclarhis gujanensis,CYCGUJ,Passeriformes,Vireonidae,
RBTY,Rufous-browed Tyrannulet,Phylloscartes superciliaris,PHYSUP,Passeriformes,Tyrannidae,Elaeniinae
RBWW,Rufous-browed Wren,Troglodytes rufociliatus,TRORUC,Passeriformes,Troglodytidae,
RCBF,Rufous-capped Brush-Finch,Atlapetes pileatus,ATLPIL,Passeriformes,Emberizidae,
RCWA,Rufous-capped Warbler,Basileuterus rufifrons,BASRUF,Passeriformes,Parulidae,
RCRO,Rufous-collared Robin,Turdus rufitorques,TURRUT,Passeriformes,Turdidae,
RCOS,Rufous-collared Sparrow,Zonotrichia capensis,ZONCAP,Passeriformes,Emberizidae,
RCRC,Rufous-crested Coquette,Lophornis delattrei,LOPDEL,Apodiformes,Trochilidae,Trochilinae
RCSP,Rufous-crowned Sparrow,Aimophila ruficeps,AIMRUP,Passeriformes,Emberizidae,
RNAW,Rufous-naped Wren,Campylorhynchus rufinucha,CAMRUN,Passeriformes,Troglodytidae,
RUWR,Rufous-necked Wood-Rail,Aramides axillaris,ARAAXI,Gruiformes,Rallidae,
RRAN,Rufous-rumped Antwren,Terenura callinota,TERCAL,Passeriformes,Thamnophilidae,
RSTO,Rufous-sided Towhee,Pipilo maculatus/erythr.,PIPMAE,Passeriformes,Emberizidae,
RFTF,Rufous-tailed Flycatcher,Myiarchus validus,MYIVAL,Passeriformes,Tyrannidae,Tyranninae
RTAH,Rufous-tailed Hummingbird,Amazilia tzacatl,AMATZA,Apodiformes,Trochilidae,Trochilinae
RTJA,Rufous-tailed Jacamar,Galbula ruficauda,GALRUF,Piciformes,Galbulidae,
RTRO,Rufous-tailed Robin,Luscinia sibilans,LUSSIB,Passeriformes,Muscicapidae,
RTSO,Rufous-throated Solitaire,Myadestes genibarbis,MYAGEN,Passeriformes,Turdidae,
RVCH,Rufous-vented Chachalaca,Ortalis ruficauda,ORTRUF,Galliformes,Cracidae,
RVGC,Rufous-vented Ground-Cuckoo,Neomorphus geoffroyi,NEOGEO,Cuculiformes,Cuculidae,Neomorphinae
RWAN,Rufous-winged Antwren,Herpsilochmus rufimarginatus,HERRUF,Passeriformes,Thamnophilidae,
RWSP,Rufous-winged Sparrow,Peucaea carpalis,PEUCAR,Passeriformes,Emberizidae,
RWTA,Rufous-winged Tanager,Tangara lavinia,TANLAV,Passeriformes,Thraupidae,
RWWO,Rufous-winged Woodpecker,Piculus simplex,PICSIM,Piciformes,Picidae,Picinae
RUAN,Russet Antshrike,Thamnistes anabatinus,THAANA,Passeriformes,Thamnophilidae,
RUNT,Russet Nightingale-Thrush,Catharus occidentalis,CATOCC,Passeriformes,Turdidae,
RCMO,Russet-crowned Motmot,Momotus mexicanus,MOMMEX,Coraciiformes,Momotidae,
RCQD,Russet-crowned Quail-Dove,Geotrygon goldmani,GEOGOL,Columbiformes,Columbidae,
RUBU,Rustic Bunting,Emberiza rustica,EMBRUS,Passeriformes,Emberizidae,
RUBL,Rusty Blackbird,Euphagus carolinus,EUPCAR,Passeriformes,Icteridae,
RUSP,Rusty Sparrow,Aimophila rufescens,AIMRUS,Passeriformes,Emberizidae,
RBAS,Rusty-backed Spinetail,Cranioleuca vulpina,CRAVUL,Passeriformes,Furnariidae,Furnariinae
RCGS,Rusty-crowned Ground-Sparrow,Melozone kieneri,MELKIE,Passeriformes,Emberizidae,
RMFL,Rusty-margined Flycatcher,Myiozetetes cayanensis,MYICAY,Passeriformes,Tyrannidae,Tyranninae
SAGU,Sabine's Gull,Xema sabini,XEMSAB,Charadriiformes,Laridae,Larinae
SAFL,Sad Flycatcher,Myiarchus barbirostris,MYIBAR,Passeriformes,Tyrannidae,Tyranninae
SAFI,Saffron Finch,Sicalis flaveola,SICFLA,Passeriformes,Emberizidae,
SHPA,Saffron-headed Parrot,Pyrilia pyrilia,PYRPYL,Psittaciformes,Psittacidae,Arinae
SAGS,Sage Sparrow,Artemisiospiza belli,ARTBEL,Passeriformes,Emberizidae,
SATH,Sage Thrasher,Oreoscoptes montanus,OREMON,Passeriformes,Mimidae,
SALS,Saltmarsh Sparrow,Ammodramus caudacutus,AMMCAU,Passeriformes,Emberizidae,
SAVI,San Andres Vireo,Vireo caribaeus,VIRCAB,Passeriformes,Vireonidae,
SBJA,San Blas Jay,Cyanocorax sanblasianus,CYASAN,Passeriformes,Corvidae,
SAND,Sanderling,Calidris alba,CALALB,Charadriiformes,Scolopacidae,Scolopacinae
SACR,Sandhill Crane,Grus canadensis,GRUCAN,Gruiformes,Gruidae,Gruinae
SATE,Sandwich Tern,Thalasseus sandvicensis,THASAN,Charadriiformes,Laridae,Sterninae
SAPA,Sapayoa,Sapayoa aenigma,SAPAEN,Passeriformes,Sapayoidae,
SHTH,Sapphire-throated Hummingbird,Lepidopyga coeruleogularis,LEPCOE,Apodiformes,Trochilidae,Trochilinae
SAHA,Savanna Hawk,Buteogallus meridionalis,BUTMER,Accipitriformes,Accipitridae,Accipitrinae
SAVS,Savannah Sparrow,Passerculus sandwichensis,PASSAN,Passeriformes,Emberizidae,
SAPH,Say's Phoebe,Sayornis saya,SAYSAY,Passeriformes,Tyrannidae,Fluvicolinae
SCPT,Scale-crested Pygmy-Tyrant,Lophotriccus pileatus,LOPPIT,Passeriformes,Tyrannidae,Platyrinchinae
SCAA,Scaled Antpitta,Grallaria guatimalensis,GRAGUA,Passeriformes,Grallariidae,
SCPI,Scaled Pigeon,Patagioenas speciosa,PATSPE,Columbiformes,Columbidae,
SCQU,Scaled Quail,Callipepla squamata,CALSQU,Galliformes,Odontophoridae,
SBRH,Scaly-breasted Hummingbird,Phaeochroa cuvierii,PHACUV,Apodiformes,Trochilidae,Trochilinae
SBTH,Scaly-breasted Thrasher,Allenia fusca,ALLFUC,Passeriformes,Mimidae,
SCBW,Scaly-breasted Wren,Microcerculus marginatus,MICMAR,Passeriformes,Troglodytidae,
SNPI,Scaly-naped Pigeon,Patagioenas squamosa,PATSQU,Columbiformes,Columbidae,
STFG,Scaly-throated Foliage-gleaner,Anabacerthia variegaticeps,ANAVAR,Passeriformes,Furnariidae,Furnariinae
STLE,Scaly-throated Leaftosser,Sclerurus guatemalensis,SCLGUA,Passeriformes,Furnariidae,Sclerurinae
SCIB,Scarlet Ibis,Eudocimus ruber,EUDRUB,Pelecaniformes,Threskiornithidae,Threskiornithinae
SCMA,Scarlet Macaw,Ara macao,ARAMAC,Psittaciformes,Psittacidae,Arinae
SCTA,Scarlet Tanager,Piranga olivacea,PIROLI,Passeriformes,Cardinalidae,
SBTA,Scarlet-browed Tanager,Heterospingus xanthopygius,HETXAN,Passeriformes,Thraupidae,
SRCA,Scarlet-rumped Cacique,Cacicus uropygialis,CACURO,Passeriformes,Icteridae,
STDA,Scarlet-thighed Dacnis,Dacnis venusta,DACVEN,Passeriformes,Thraupidae,
SCHU,Scintillant Hummingbird,Selasphorus scintilla,SELSCI,Apodiformes,Trochilidae,Trochilinae
STFL,Scissor-tailed Flycatcher,Tyrannus forficatus,TYRFOR,Passeriformes,Tyrannidae,Tyranninae
SCOR,Scott's Oriole,Icterus parisorum,ICTPAR,Passeriformes,Icteridae,
SCMU,Scripps's Murrelet,Synthliboramphus scrippsi,SYNSCR,Charadriiformes,Alcidae,
SEUP,Scrub Euphonia,Euphonia affinis,EUPAFF,Passeriformes,Fringillidae,Euphoniinae
SCRG,Scrub Greenlet,Hylophilus flavipes,HYLFLA,Passeriformes,Vireonidae,
SESP,Seaside Sparrow,Ammodramus maritimus,AMMMAR,Passeriformes,Emberizidae,
SEWA,Sedge Warbler,Acrocephalus schoenobaenus,ACRSCH,Passeriformes,Acrocephalidae,
SEWR,Sedge Wren,Cistothorus platensis,CISPLA,Passeriformes,Troglodytidae,
SEPL,Semipalmated Plover,Charadrius semipalmatus,CHASEM,Charadriiformes,Charadriidae,Charadriinae
SESA,Semipalmated Sandpiper,Calidris pusilla,CALPUS,Charadriiformes,Scolopacidae,Scolopacinae
SEHA,Semiplumbeous Hawk,Leucopternis semiplumbeus,LEUSEL,Accipitriformes,Accipitridae,Accipitrinae
SEMW,Semper's Warbler,Leucopeza semperi,LEUSER,Passeriformes,Parulidae,
SECF,Sepia-capped Flycatcher,Leptopogon amaurocephalus,LEPAMA,Passeriformes,Tyrannidae,Elaeniinae
SHAR,Sharpbill,Oxyruncus cristatus,OXYCRI,Passeriformes,Oxyruncidae,
SSHA,Sharp-shinned Hawk,Accipiter striatus,ACCSTR,Accipitriformes,Accipitridae,Accipitrinae
STGR,Sharp-tailed Grouse,Tympanuchus phasianellus,TYMPHA,Galliformes,Phasianidae,Tetraoninae
SPTS,Sharp-tailed Sandpiper,Calidris acuminata,CALACU,Charadriiformes,Scolopacidae,Scolopacinae
STSP,Sharp-tailed Sparrow,Ammodramus nelsoni/caudacut.,AMMNEC,Passeriformes,Emberizidae,
STST,Sharp-tailed Streamcreeper,Lochmias nematura,LOCNEM,Passeriformes,Furnariidae,Furnariinae
SHHO,Shining Honeycreeper,Cyanerpes lucidus,CYALUC,Passeriformes,Thraupidae,
SHCO,Shiny Cowbird,Molothrus bonariensis,MOLBON,Passeriformes,Icteridae,
SBDO,Short-billed Dowitcher,Limnodromus griseus,LIMGRI,Charadriiformes,Scolopacidae,Scolopacinae
SBPI,Short-billed Pigeon,Patagioenas nigrirostris,PATNIG,Columbiformes,Columbidae,
SCCO,Short-crested Coquette,Lophornis brachylophus,LOPBRA,Apodiformes,Trochilidae,Trochilinae
SEOW,Short-eared Owl,Asio flammeus,ASIFLA,Strigiformes,Strigidae,
STAL,Short-tailed Albatross,Phoebastria albatrus,PHOALB,Procellariiformes,Diomedeidae,
STHA,Short-tailed Hawk,Buteo brachyurus,BUTBRA,Accipitriformes,Accipitridae,Accipitrinae
SHTN,Short-tailed Nighthawk,Lurocalis semitorquatus,LURSEM,Caprimulgiformes,Caprimulgidae,Chordeilinae
SRTS,Short-tailed Shearwater,Puffinus tenuirostris,PUFTEN,Procellariiformes,Procellariidae,
STSW,Short-tailed Swift,Chaetura brachyura,CHABRA,Apodiformes,Apodidae,Chaeturinae
SHAL,Shy Albatross,Thalassarche cauta,THACAU,Procellariiformes,Diomedeidae,
SIAC,Siberian Accentor,Prunella montanella,PRUMON,Passeriformes,Prunellidae,
SBRO,Siberian Blue Robin,Luscinia cyane,LUSCYA,Passeriformes,Muscicapidae,
SIRU,Siberian Rubythroat,Luscinia calliope,LUSCAL,Passeriformes,Muscicapidae,
SISW,Sick's Swift,Chaetura meridionalis,CHAMER,Apodiformes,Apodidae,Chaeturinae
SMSP,Sierra Madre Sparrow,Xenospiza baileyi,XENBAI,Passeriformes,Emberizidae,
STTA,Silver-throated Tanager,Tangara icterocephala,TANICT,Passeriformes,Thraupidae,
SFTA,Silvery-fronted Tapaculo,Scytalopus argentifrons,SCYARG,Passeriformes,Rhinocryptidae,
STHJ,Silvery-throated Jay,Cyanolyca argentigula,CYAARG,Passeriformes,Corvidae,
SICR,Sinaloa Crow,Corvus sinaloae,CORSIN,Passeriformes,Corvidae,
SIMA,Sinaloa Martin,Progne sinaloae,PROSIN,Passeriformes,Hirundinidae,Hirundininae
SIWR,Sinaloa Wren,Thryophilus sinaloa,THRSIN,Passeriformes,Troglodytidae,
SIQU,Singing Quail,Dactylortyx thoracicus,DACTHO,Galliformes,Odontophoridae,
SIRY,Sirystes,Sirystes sibilator,SIRSIB,Passeriformes,Tyrannidae,Tyranninae
SKLA,Sky Lark,Alauda arvensis,ALAARV,Passeriformes,Alaudidae,
SCOG,Slate-colored Grosbeak,Saltator grossus,SALGRO,Passeriformes,,
SCJU,Slate-colored Junco,Junco h. hyemalis,JUNHHY,Passeriformes,Emberizidae,
SCSE,Slate-colored Seedeater,Sporophila schistacea,SPOSCH,Passeriformes,Emberizidae,
SCSO,Slate-colored Solitaire,Myadestes unicolor,MYAUNI,Passeriformes,Turdidae,
SHTF,Slate-headed Tody-Flycatcher,Poecilotriccus sylvia,POESYL,Passeriformes,Tyrannidae,Platyrinchinae
STGN,Slate-throated Gnatcatcher,Polioptila schistaceigula,POLSCH,Passeriformes,Polioptilidae,
STRE,Slate-throated Redstart,Myioborus miniatus,MYIMIN,Passeriformes,Parulidae,
SLAN,Slaty Antwren,Myrmotherula schisticolor,MYRSCH,Passeriformes,Thamnophilidae,
SLFI,Slaty Finch,Haplospiza rustica,HAPRUS,Passeriformes,Emberizidae,
SLFL,Slaty Flowerpiercer,Diglossa plumbea,DIGPLU,Passeriformes,Emberizidae,
SLSP,Slaty Spinetail,Synallaxis brachyura,SYNBRA,Passeriformes,Furnariidae,Furnariinae
SLVI,Slaty Vireo,Vireo brevipennis,VIRBRE,Passeriformes,Vireonidae,
SBFF,Slaty-backed Forest-Falcon,Micrastur mirandollei,MICMIR,Falconiformes,Falconidae,Micrasturinae
SBGU,Slaty-backed Gull,Larus schistisagus,LARSCH,Charadriiformes,Laridae,Larinae
SBNT,Slaty-backed Nightingale-Thrush,Catharus fuscater,CATFUT,Passeriformes,Turdidae,
SBTI,Slaty-breasted Tinamou,Crypturellus boucardi,CRYBOU,Tinamiformes,Tinamidae,
SLCF,Slaty-capped Flycatcher,Leptopogon superciliaris,LEPSUP,Passeriformes,Tyrannidae,Elaeniinae
STTR,Slaty-tailed Trogon,Trogon massena,TROMAS,Trogoniformes,Trogonidae,Trogoninae
SWFG,Slaty-winged Foliage-gleaner,Philydor fuscipenne,PHIFUS,Passeriformes,Furnariidae,Furnariinae
SLSH,Slender Sheartail,Doricha enicura,DORENI,Apodiformes,Trochilidae,Trochilinae
SBCU,Slender-billed Curlew,Numenius tenuirostris,NUMTEN,Charadriiformes,Scolopacidae,Scolopacinae
SBGR,Slender-billed Grackle,Quiscalus palustris,QUIPAL,Passeriformes,Icteridae,
SBKI,Slender-billed Kite,Helicolestes hamatus,HELHAM,Accipitriformes,Accipitridae,Accipitrinae
SCGO,Small Canada Goose,Branta c. parvipes,BRACPA,Anseriformes,Anatidae,Anserinae
SMEW,Smew,Mergellus albellus,MERALB,Anseriformes,Anatidae,Anatinae
SMLO,Smith's Longspur,Calcarius pictus,CALPIC,Passeriformes,Calcariidae,
SMBW,Smoky-brown Woodpecker,Picoides fumigatus,PICFUM,Piciformes,Picidae,Picinae
SBAN,Smooth-billed Ani,Crotophaga ani,CROANI,Cuculiformes,Cuculidae,Crotophaginae
SNKI,Snail Kite,Rostrhamus sociabilis,ROSSOC,Accipitriformes,Accipitridae,Accipitrinae
SNBU,Snow Bunting,Plectrophenax nivalis,PLENIV,Passeriformes,Calcariidae,
SNGO,Snow Goose,Chen caerulescens,CHECAE,Anseriformes,Anatidae,Anserinae
SRGH,Snow X Ross's Goose Hybrid,Chen caerul. x rossii,CHECAR,Anseriformes,Anatidae,Anserinae
SNOC,Snowcap,Microchera albocoronata,MICALB,Apodiformes,Trochilidae,Trochilinae
SNCO,Snowy Cotinga,Carpodectes nitidus,CARNIT,Passeriformes,Cotingidae,
SNEG,Snowy Egret,Egretta thula,EGRTHU,Pelecaniformes,Ardeidae,
SNOW,Snowy Owl,Bubo scandiacus,BUBSCA,Strigiformes,Strigidae,
SNPL,Snowy Plover,Charadrius nivosus,CHANIV,Charadriiformes,Charadriidae,Charadriinae
SBEH,Snowy-bellied Hummingbird,Amazilia edward,AMAEDW,Apodiformes,Trochilidae,Trochilinae
SOFL,Social Flycatcher,Myiozetetes similis,MYISIM,Passeriformes,Tyrannidae,Tyranninae
SODO,Socorro Dove,Zenaida graysoni,ZENGRA,Columbiformes,Columbidae,
SOMO,Socorro Mockingbird,Mimus graysoni,MIMGRA,Passeriformes,Mimidae,
SOCW,Socorro Wren,Troglodytes sissonii,TROSIS,Passeriformes,Troglodytidae,
SOEA,Solitary Eagle,Buteogallus solitarius,BUGSOL,Accipitriformes,Accipitridae,Accipitrinae
SOSA,Solitary Sandpiper,Tringa solitaria,TRISOL,Charadriiformes,Scolopacidae,Scolopacinae
SOSN,Solitary Snipe,Gallinago solitaria,GALSOL,Charadriiformes,Scolopacidae,Scolopacinae
SOVI,Solitary Vireo,Vireo (sp),VIRSPE,Passeriformes,Vireonidae,
SOSP,Song Sparrow,Melospiza melodia,MELMEL,Passeriformes,Emberizidae,
SOTH,Song Thrush,Turdus philomelos,TURPHI,Passeriformes,Turdidae,
SONW,Song Wren,Cyphorhinus phaeocephalus,CYPPHA,Passeriformes,Troglodytidae,
SOGR,Sooty Grouse,Dendragapus fuliginosus,DEGFUL,Galliformes,Phasianidae,Tetraoninae
SOSH,Sooty Shearwater,Puffinus griseus,PUFGRI,Procellariiformes,Procellariidae,
SOTE,Sooty Tern,Onychoprion fuscatus,ONYFUS,Charadriiformes,Laridae,Sterninae
SOOT,Sooty Thrush,Turdus nigrescens,TURNIG,Passeriformes,Turdidae,
SCBT,Sooty-capped Bush-Tanager,Chlorospingus pileatus,CHLPIL,Passeriformes,Emberizidae,
SFFI,Sooty-faced Finch,Arremon crassirostris,ARRCRA,Passeriformes,Emberizidae,
SHTY,Sooty-headed Tyrannulet,Phyllomyias griseiceps,PHYGRI,Passeriformes,Tyrannidae,Elaeniinae
SHWR,Sooty-headed Wren,Pheugopedius spadix,PHESPA,Passeriformes,Troglodytidae,
SORA,Sora,Porzana carolina,PORCAR,Gruiformes,Rallidae,
SPSK,South Polar Skua,Stercorarius maccormicki,STEMAC,Charadriiformes,Stercorariidae,
SOBT,Southern Beardless-Tyrannulet,Camptostoma obsoletum,CAMOBS,Passeriformes,Tyrannidae,Elaeniinae
SOBE,Southern Bentbill,Oncostoma olivaceum,ONCOLI,Passeriformes,Tyrannidae,Platyrinchinae
SOHW,Southern House-Wren,Troglodytes a. musculus,TROAMU,Passeriformes,Troglodytidae,
SOLA,Southern Lapwing,Vanellus chilensis,VANCHI,Charadriiformes,Charadriidae,Vanellinae
SOMA,Southern Martin,Progne elegans,PROELE,Passeriformes,Hirundinidae,Hirundininae
SRWS,Southern Rough-winged Swallow,Stelgidopteryx ruficollis,STERUF,Passeriformes,Hirundinidae,Hirundininae
SWFL,Southwestern Willow Flycatcher,Empidonax t. extimus,EMPTEX,Passeriformes,Tyrannidae,Fluvicolinae
SCHT,Spangle-cheeked Tanager,Tangara dowii,TANDOW,Passeriformes,Thraupidae,
SKTH,Sparkling-tailed Hummingbird,Tilmatura dupontii,TILDUP,Apodiformes,Trochilidae,Trochilinae
SPMO,Speckled Mourner,Laniocera rufescens,LANRUF,Passeriformes,Tityridae,
SPTA,Speckled Tanager,Tangara guttata,TANGUT,Passeriformes,Thraupidae,
SPEI,Spectacled Eider,Somateria fischeri,SOMFIS,Anseriformes,Anatidae,Anatinae
SPEO,Spectacled Owl,Pulsatrix perspicillata,PULPER,Strigiformes,Strigidae,
SPPA,Spectacled Parrotlet,Forpus conspicillatus,FORCON,Psittaciformes,Psittacidae,Arinae
SPTH,Spectacled Thrush,Turdus nudigenis,TURNUD,Passeriformes,Turdidae,
SFAN,Spiny-faced Antshrike,Xenornis setifrons,XENSET,Passeriformes,Thamnophilidae,
SBSA,Spoon-billed Sandpiper,Eurynorhynchus pygmeus,EURPYG,Charadriiformes,Scolopacidae,Scolopacinae
SBOR,Spot-breasted Oriole,Icterus pectoralis,ICTPEC,Passeriformes,Icteridae,
SBWP,Spot-breasted Woodpecker,Colaptes punctigula,COLPUN,Piciformes,Picidae,Picinae
SBSW,Spot-breasted Wren,Pheugopedius maculipectus,PHEMAC,Passeriformes,Troglodytidae,
SPCA,Spot-crowned Antvireo,Dysithamnus puncticeps,DYSPUN,Passeriformes,Thamnophilidae,
SCBA,Spot-crowned Barbet,Capito maculicoronatus,CAPMAR,Piciformes,Capitonidae,
SPCE,Spot-crowned Euphonia,Euphonia imitans,EUPIMI,Passeriformes,Fringillidae,Euphoniinae
SCRW,Spot-crowned Woodcreeper,Lepidocolaptes affinis,LEPAFF,Passeriformes,Furnariidae,Dendrocolaptinae
SFSW,Spot-fronted Swift,Cypseloides cherriei,CYPCHE,Apodiformes,Apodidae,Cypseloidinae
SPTN,Spot-tailed Nightjar,Hydropsalis maculicaudus,HYDMAD,Caprimulgiformes,Caprimulgidae,Caprimulginae
SPAN,Spotted Antbird,Hylophylax naevioides,HYLNAE,Passeriformes,Thamnophilidae,
SPBA,Spotted Barbtail,Premnoplex brunnescens,PREBRU,Passeriformes,Furnariidae,Furnariinae
SPCR,Spotted Crake,Porzana porzana,PORPOR,Gruiformes,Rallidae,
SPDO,Spotted Dove,Streptopelia chinensis,STRCHI,Columbiformes,Columbidae,
SPFL,Spotted Flycatcher,Muscicapa striata,MUSSTR,Passeriformes,Muscicapidae,
SPNT,Spotted Nightingale-Thrush,Catharus dryas,CATDRY,Passeriformes,Turdidae,
SPOW,Spotted Owl,Strix occidentalis,STROCC,Strigiformes,Strigidae,
SPRA,Spotted Rail,Pardirallus maculatus,PARMAS,Gruiformes,Rallidae,
SPRE,Spotted Redshank,Tringa erythropus,TRIERY,Charadriiformes,Scolopacidae,Scolopacinae
SPSA,Spotted Sandpiper,Actitis macularius,ACTMAC,Charadriiformes,Scolopacidae,Scolopacinae
SPTO,Spotted Towhee,Pipilo maculatus,PIPMAC,Passeriformes,Emberizidae,
SPWO,Spotted Woodcreeper,Xiphorhynchus erythropygius,XIPERY,Passeriformes,Furnariidae,Dendrocolaptinae
SPWQ,Spotted Wood-Quail,Odontophorus guttatus,ODOGUT,Galliformes,Odontophoridae,
SPWR,Spotted Wren,Campylorhynchus gularis,CAMGUL,Passeriformes,Troglodytidae,
SBOH,Spotted x Barred Owl Hybrid,Strix occiden. x varia,STROCV,Strigiformes,Strigidae,
SPPI,Sprague's Pipit,Anthus spragueii,ANTSPR,Passeriformes,Motacillidae,
SPGR,Spruce Grouse,Falcipennis canadensis,FALCAN,Galliformes,Phasianidae,Tetraoninae
SQCU,Squirrel Cuckoo,Piaya cayana,PIACAY,Cuculiformes,Cuculidae,Cuculinae
SLBF,St. Lucia Black Finch,Melanospiza richardsoni,MELRIC,Passeriformes,Emberizidae,
SLOR,St. Lucia Oriole,Icterus laudabilis,ICTLAU,Passeriformes,Icteridae,
SLPA,St. Lucia Parrot,Amazona versicolor,AMAVER,Psittaciformes,Psittacidae,Arinae
SLWA,St. Lucia Warbler,Setophaga delicata,SETDEL,Passeriformes,Parulidae,
SVPA,St. Vincent Parrot,Amazona guildingii,AMAGUI,Psittaciformes,Psittacidae,Arinae
SVHU,Steely-vented Hummingbird,Amazilia saucerrottei,AMASAU,Apodiformes,Trochilidae,Trochilinae
STPE,Stejneger's Petrel,Pterodroma longirostris,PTELON,Procellariiformes,Procellariidae,
STEI,Steller's Eider,Polysticta stelleri,POLSTE,Anseriformes,Anatidae,Anatinae
STJA,Steller's Jay,Cyanocitta stelleri,CYASTE,Passeriformes,Corvidae,
STSE,Steller's Sea-Eagle,Haliaeetus pelagicus,HALPEL,Accipitriformes,Accipitridae,Accipitrinae
STSA,Stilt Sandpiper,Calidris himantopus,CALHIM,Charadriiformes,Scolopacidae,Scolopacinae
STOF,Stolid Flycatcher,Myiarchus stolidus,MYISTO,Passeriformes,Tyrannidae,Tyranninae
STON,Stonechat,Saxicola torquatus,SAXTOR,Passeriformes,Muscicapidae,
SGBW,Straight-billed Woodcreeper,Dendroplex picus,DENPIS,Passeriformes,Furnariidae,Dendrocolaptinae
SBAO,Streak-backed Oriole,Icterus pustulatus,ICTPUS,Passeriformes,Icteridae,
SBTR,Streak-breasted Treehunter,Thripadectes rufobrunneus,THRRUB,Passeriformes,Furnariidae,Furnariinae
SCHA,Streak-chested Antpitta,Hylopezus perspicillatus,HYLPER,Passeriformes,Grallariidae,
STCA,Streak-crowned Antvireo,Dysithamnus striaticeps,DYSSTR,Passeriformes,Thamnophilidae,
STRF,Streaked Flycatcher,Myiodynastes maculatus,MYIMAC,Passeriformes,Tyrannidae,Tyranninae
SSAL,Streaked Saltator,Saltator striatipectus,SALSTR,Passeriformes,,
STRS,Streaked Shearwater,Calonectris leucomelas,CALLEU,Procellariiformes,Procellariidae,
STXE,Streaked Xenops,Xenops rutilans,XENRUT,Passeriformes,Furnariidae,Furnariinae
SHWO,Streak-headed Woodcreeper,Lepidocolaptes souleyetii,LEPSOU,Passeriformes,Furnariidae,Dendrocolaptinae
STRM,Streamertail,Trochilus polytmus,TROPOL,Apodiformes,Trochilidae,Trochilinae
STRH,Striated Heron,Butorides striata,BUTSTR,Pelecaniformes,Ardeidae,
STCW,Strickland's Woodpecker,Picoides stricklandi,PICSTR,Piciformes,Picidae,Picinae
SIBW,Stripe-breasted Wren,Cantorchilus thoracicus,CANTHO,Passeriformes,Troglodytidae,
SCHW,Stripe-cheeked Woodpecker,Piculus callopterus,PICCAL,Piciformes,Picidae,Picinae
STCU,Striped Cuckoo,Tapera naevia,TAPNAE,Cuculiformes,Cuculidae,Neomorphinae
STRO,Striped Owl,Pseudoscops clamator,PSECLA,Strigiformes,Strigidae,
SSPA,Striped Sparrow,Oriturus superciliosus,ORISUP,Passeriformes,Emberizidae,
STPW,Striped Woodhaunter,Hyloctistes subulatus,HYLSUB,Passeriformes,Furnariidae,Furnariinae
SHSP,Stripe-headed Sparrow,Peucaea ruficauda,PEURUF,Passeriformes,Emberizidae,
STHM,Stripe-tailed Hummingbird,Eupherusa eximia,EUPEXI,Apodiformes,Trochilidae,Trochilinae
STHR,Stripe-throated Hermit,Phaethornis striigularis,PHASTR,Apodiformes,Trochilidae,Phaethornithinae
STWR,Stripe-throated Wren,Cantorchilus leucopogon,CANLEP,Passeriformes,Troglodytidae,
SNBW,Strong-billed Woodcreeper,Xiphocolaptes promeropirhynchus,XIPPRO,Passeriformes,Furnariidae,Dendrocolaptinae
STTS,Stub-tailed Spadebill,Platyrinchus cancrominus,PLACAN,Passeriformes,Tyrannidae,Platyrinchinae
STOW,Stygian Owl,Asio stygius,ASISTY,Strigiformes,Strigidae,
SBFL,Sulphur-bellied Flycatcher,Myiodynastes luteiventris,MYILUT,Passeriformes,Tyrannidae,Tyranninae
SRFL,Sulphur-rumped Flycatcher,Myiobius sulphureipygius,MYISUL,Passeriformes,Tyrannidae,Fluvicolinae
SRTA,Sulphur-rumped Tanager,Heterospingus rubrifrons,HETRUB,Passeriformes,Thraupidae,
SWPA,Sulphur-winged Parakeet,Pyrrhura hoffmanni,PYRHOF,Psittaciformes,Psittacidae,Arinae
SUWR,Sumichrast's Wren,Hylorchilus sumichrasti,HYLSUM,Passeriformes,Troglodytidae,
SUTA,Summer Tanager,Piranga rubra,PIRRUB,Passeriformes,Cardinalidae,
SUNB,Sunbittern,Eurypyga helias,EURHEL,Eurypygiformes,Eurypygidae,
SUNG,Sungrebe,Heliornis fulica,HELFUL,Gruiformes,Heliornithidae,
SUSC,Surf Scoter,Melanitta perspicillata,MELPER,Anseriformes,Anatidae,Anatinae
SURF,Surfbird,Aphriza virgata,APHVIR,Charadriiformes,Scolopacidae,Scolopacinae
SUWA,Sutton's Warbler,Setophaga americana x dominica,SETAMD,Passeriformes,Parulidae,
SWHA,Swainson's Hawk,Buteo swainsoni,BUTSWA,Accipitriformes,Accipitridae,Accipitrinae
SWTH,Swainson's Thrush,Catharus ustulatus,CATUST,Passeriformes,Turdidae,
SWWA,Swainson's Warbler,Limnothlypis swainsonii,LIMSWA,Passeriformes,Parulidae,
SWTA,Swallow Tanager,Tersina viridis,TERVIR,Passeriformes,Thraupidae,
STGU,Swallow-tailed Gull,Creagrus furcatus,CREFUR,Charadriiformes,Laridae,Larinae
STKI,Swallow-tailed Kite,Elanoides forficatus,ELAFOR,Accipitriformes,Accipitridae,Accipitrinae
